index,coordinates,type,owner,troops,distance,resources,tribe,alliance,village,population
tile_23_-52,"(23, -52)",Wilderness,nature,,,,,,,
tile_23_-51,"(23, -51)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_23_-50,"(23, -50)",Unoccupied oasis,nature,,72.9,Iron,,,,
tile_23_-49,"(23, -49)",Unoccupied oasis,nature,"[{'unit': 'Bear', 'count': 1}]",72.1,Lumber,,,,
tile_23_-48,"(23, -48)",Nazareth,Gates,,71.3,,Romans,SE,,484.0
tile_23_-47,"(23, -47)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_23_-46,"(23, -46)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_23_-45,"(23, -45)",Wilderness,nature,,,,,,,
tile_23_-44,"(23, -44)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_23_-43,"(23, -43)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_23_-42,"(23, -42)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_23_-41,"(23, -41)",Wilderness,nature,,,,,,,
tile_23_-40,"(23, -40)",Wilderness,nature,,,,,,,
tile_23_-39,"(23, -39)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_23_-38,"(23, -38)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_23_-37,"(23, -37)",Unoccupied oasis,nature,"[{'unit': 'Crocodile', 'count': 1}]",62.5,Crop,,,,
tile_23_-36,"(23, -36)",Wilderness,nature,,,,,,,
tile_23_-35,"(23, -35)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_23_-34,"(23, -34)",BACARDI,AIVENHO,,60.2,,Gauls,A2,,102.0
tile_23_-33,"(23, -33)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_23_-32,"(23, -32)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_23_-31,"(23, -31)",Unoccupied oasis,nature,,58.0,Crop,,,,
tile_23_-30,"(23, -30)",Wilderness,nature,,,,,,,
tile_23_-29,"(23, -29)",Unoccupied oasis,nature,,56.6,Crop,,,,
tile_23_-28,"(23, -28)",Unoccupied oasis,nature,,55.9,Crop,,,,
tile_23_-27,"(23, -27)",Occupied oasis,zzzz,,55.2,"Lumber,Crop",Romans,SE,..,
tile_23_-26,"(23, -26)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_23_-25,"(23, -25)",Wilderness,nature,,,,,,,
tile_23_-24,"(23, -24)",Unoccupied oasis,nature,"[{'unit': 'Rat', 'count': 1}, {'unit': 'Snake', 'count': 4}, {'unit': 'Bear', 'count': 3}, {'unit': 'Tiger', 'count': 1}]",53.2,Crop,,,,
tile_23_-23,"(23, -23)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_23_-22,"(23, -22)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_23_-21,"(23, -21)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_23_-20,"(23, -20)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_23_-19,"(23, -19)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_23_-18,"(23, -18)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_23_-17,"(23, -17)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_23_-16,"(23, -16)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_23_-15,"(23, -15)",Wilderness,nature,,,,,,,
tile_23_-14,"(23, -14)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_23_-13,"(23, -13)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_23_-12,"(23, -12)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_23_-11,"(23, -11)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_23_-10,"(23, -10)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_23_-9,"(23, -9)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_23_-8,"(23, -8)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_23_-7,"(23, -7)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_23_-6,"(23, -6)",Wilderness,nature,,,,,,,
tile_23_-5,"(23, -5)",Wilderness,nature,,,,,,,
tile_23_-4,"(23, -4)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_23_-3,"(23, -3)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_23_-2,"(23, -2)",Wilderness,nature,,,,,,,
tile_23_-1,"(23, -1)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_23_0,"(23, 0)",kafo,kafo,,41.5,,Gauls,R.E 2,,215.0
tile_23_1,"(23, 1)",Wilderness,nature,,,,,,,
tile_23_2,"(23, 2)",Wilderness,nature,,,,,,,
tile_23_3,"(23, 3)",قرية جديدة,الطائر,,40.8,,Teutons,R.E 1,,235.0
tile_23_4,"(23, 4)",.,الطائر,,40.6,,Teutons,R.E 1,,463.0
tile_23_5,"(23, 5)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_23_6,"(23, 6)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_23_7,"(23, 7)",Ferencváros,Darth Maul,,40.2,,Teutons,TCC,,326.0
tile_23_8,"(23, 8)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_23_9,"(23, 9)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_23_10,"(23, 10)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_23_11,"(23, 11)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_23_12,"(23, 12)",Occupied oasis,Stayalive,,40.0,"Iron,Crop",Huns,ST,11115,
tile_23_13,"(23, 13)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_23_14,"(23, 14)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_23_15,"(23, 15)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_23_16,"(23, 16)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_23_17,"(23, 17)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_23_18,"(23, 18)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_23_19,"(23, 19)",village,adi,,40.8,,Gauls,,,50.0
tile_23_20,"(23, 20)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_23_21,"(23, 21)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_23_22,"(23, 22)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_23_23,"(23, 23)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_23_24,"(23, 24)",Unknown,mshimshek,,42.1,,Huns,HUNTR,,491.0
tile_23_25,"(23, 25)",Anchorage,noitotyle,,42.4,,Egyptians,3W,,639.0
tile_23_26,"(23, 26)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_23_27,"(23, 27)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_23_28,"(23, 28)",UrsVa,UrsVa6,,43.5,,Teutons,,,47.0
tile_23_29,"(23, 29)",Wilderness,nature,,,,,,,
tile_23_30,"(23, 30)",Wilderness,nature,,,,,,,
tile_23_31,"(23, 31)",Wilderness,nature,,,,,,,
tile_23_32,"(23, 32)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_23_33,"(23, 33)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_23_34,"(23, 34)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_23_35,"(23, 35)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_23_36,"(23, 36)",BERSEKER,BERSEKER,,47.2,,Romans,HUNTR,,52.0
tile_23_37,"(23, 37)",Unknown,Valiera,,47.7,,Huns,,,257.0
tile_23_38,"(23, 38)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_23_39,"(23, 39)",Unknown,XOX,,48.8,,Huns,,,21.0
tile_23_40,"(23, 40)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_23_41,"(23, 41)",Ross,Ross,,50.0,,Egyptians,,,353.0
tile_23_42,"(23, 42)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_23_43,"(23, 43)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_23_44,"(23, 44)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_23_45,"(23, 45)",Wilderness,nature,,,,,,,
tile_23_46,"(23, 46)",Unoccupied oasis,nature,"[{'unit': 'Rat', 'count': 17}, {'unit': 'Spider', 'count': 12}, {'unit': 'Wild Boar', 'count': 6}]",53.2,Clay,,,,
tile_23_47,"(23, 47)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_24_-52,"(24, -52)",Aldea de jucedr,jucedr,,74.1,,Huns,,,24.0
tile_24_-51,"(24, -51)",Wilderness,nature,,,,,,,
tile_24_-50,"(24, -50)",Wilderness,nature,,,,,,,
tile_24_-49,"(24, -49)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_24_-48,"(24, -48)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_24_-47,"(24, -47)",Wilderness,nature,,,,,,,
tile_24_-46,"(24, -46)",Unoccupied oasis,nature,,69.1,Clay,,,,
tile_24_-45,"(24, -45)",Wilderness,nature,,,,,,,
tile_24_-44,"(24, -44)",Wilderness,nature,,,,,,,
tile_24_-43,"(24, -43)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_24_-42,"(24, -42)",Wilderness,nature,,,,,,,
tile_24_-41,"(24, -41)",Wilderness,nature,,,,,,,
tile_24_-40,"(24, -40)",Wilderness,nature,,,,,,,
tile_24_-39,"(24, -39)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_24_-38,"(24, -38)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_24_-37,"(24, -37)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_24_-36,"(24, -36)",Wilderness,nature,,,,,,,
tile_24_-35,"(24, -35)",Wilderness,nature,,,,,,,
tile_24_-34,"(24, -34)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_24_-33,"(24, -33)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_24_-32,"(24, -32)",.,zzzz,,58.1,,Romans,SE,,583.0
tile_24_-31,"(24, -31)",Wilderness,nature,,,,,,,
tile_24_-30,"(24, -30)",Wilderness,nature,,,,,,,
tile_24_-29,"(24, -29)",Unoccupied oasis,nature,"[{'unit': 'Snake', 'count': 6}, {'unit': 'Bear', 'count': 1}]",55.9,Crop,,,,
tile_24_-28,"(24, -28)",Wilderness,nature,,,,,,,
tile_24_-27,"(24, -27)",A,Batman,,54.5,,Egyptians,SE,,762.0
tile_24_-26,"(24, -26)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_24_-25,"(24, -25)",Wilderness,nature,,,,,,,
tile_24_-24,"(24, -24)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_24_-23,"(24, -23)",village,ShadowTiger,,51.7,,Gauls,,,314.0
tile_24_-22,"(24, -22)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_24_-21,"(24, -21)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_24_-20,"(24, -20)",R,Makelele,,49.8,,Romans,,,74.0
tile_24_-19,"(24, -19)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_24_-18,"(24, -18)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_24_-17,"(24, -17)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_24_-16,"(24, -16)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_24_-15,"(24, -15)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_24_-14,"(24, -14)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_24_-13,"(24, -13)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_24_-12,"(24, -12)",Unoccupied oasis,nature,"[{'unit': 'Wild Boar', 'count': 18}, {'unit': 'Wolf', 'count': 19}, {'unit': 'Bear', 'count': 11}]",45.3,"Lumber,Crop",,,,
tile_24_-11,"(24, -11)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_24_-10,"(24, -10)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_24_-9,"(24, -9)",Wilderness,nature,,,,,,,
tile_24_-8,"(24, -8)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_24_-7,"(24, -7)",Wilderness,nature,,,,,,,
tile_24_-6,"(24, -6)",Occupied oasis,Ismagon,,42.5,"Clay,Crop",Egyptians,,Cheops,
tile_24_-5,"(24, -5)",Unoccupied oasis,nature,,42.2,Clay,,,,
tile_24_-4,"(24, -4)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_24_-3,"(24, -3)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_24_-2,"(24, -2)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_24_-1,"(24, -1)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_24_0,"(24, 0)",Wilderness,nature,,,,,,,
tile_24_1,"(24, 1)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_24_2,"(24, 2)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_24_3,"(24, 3)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_24_4,"(24, 4)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_24_5,"(24, 5)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_24_6,"(24, 6)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_24_7,"(24, 7)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_24_8,"(24, 8)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_24_9,"(24, 9)",Wilderness,nature,,,,,,,
tile_24_10,"(24, 10)",Wilderness,nature,,,,,,,
tile_24_11,"(24, 11)",Unoccupied oasis,nature,,39.0,"Iron,Crop",,,,
tile_24_12,"(24, 12)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_24_13,"(24, 13)",Unoccupied oasis,nature,,39.1,Lumber,,,,
tile_24_14,"(24, 14)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_24_15,"(24, 15)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_24_16,"(24, 16)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_24_17,"(24, 17)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_24_18,"(24, 18)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_24_19,"(24, 19)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_24_20,"(24, 20)",Natars,Natars,,40.0,,Natars,,,392.0
tile_24_21,"(24, 21)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_24_22,"(24, 22)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_24_23,"(24, 23)",Unoccupied oasis,nature,"[{'unit': 'Wild Boar', 'count': 1}]",40.8,Clay,,,,
tile_24_24,"(24, 24)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_24_25,"(24, 25)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_24_26,"(24, 26)",Wilderness,nature,,,,,,,
tile_24_27,"(24, 27)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_24_28,"(24, 28)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_24_29,"(24, 29)",Wilderness,nature,,,,,,,
tile_24_30,"(24, 30)",DarbeliMatkap Köyü,DarbeliMatkap,,43.4,,Egyptians,HNTR1,,409.0
tile_24_31,"(24, 31)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_24_32,"(24, 32)",Unknown,SHINESTAR,,44.3,,Gauls,HUNTR,,646.0
tile_24_33,"(24, 33)",Unoccupied oasis,nature,,44.8,Iron,,,,
tile_24_34,"(24, 34)",Wilderness,nature,,,,,,,
tile_24_35,"(24, 35)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_24_36,"(24, 36)",Unoccupied oasis,nature,,46.3,"Lumber,Crop",,,,
tile_24_37,"(24, 37)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_24_38,"(24, 38)",Wilderness,nature,,,,,,,
tile_24_39,"(24, 39)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_24_40,"(24, 40)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_24_41,"(24, 41)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_24_42,"(24, 42)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_24_43,"(24, 43)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_24_44,"(24, 44)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_24_45,"(24, 45)",Wilderness,nature,,,,,,,
tile_24_46,"(24, 46)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_24_47,"(24, 47)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_25_-52,"(25, -52)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_25_-51,"(25, -51)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_25_-50,"(25, -50)",Unoccupied oasis,nature,,71.9,Iron,,,,
tile_25_-49,"(25, -49)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_25_-48,"(25, -48)",Wilderness,nature,,,,,,,
tile_25_-47,"(25, -47)",Unoccupied oasis,nature,"[{'unit': 'Rat', 'count': 10}, {'unit': 'Spider', 'count': 5}, {'unit': 'Bat', 'count': 4}]",69.3,Iron,,,,
tile_25_-46,"(25, -46)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_25_-45,"(25, -45)",Wilderness,nature,,,,,,,
tile_25_-44,"(25, -44)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_25_-43,"(25, -43)",Wilderness,nature,,,,,,,
tile_25_-42,"(25, -42)",Wilderness,nature,,,,,,,
tile_25_-41,"(25, -41)",Wilderness,nature,,,,,,,
tile_25_-40,"(25, -40)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_25_-39,"(25, -39)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_25_-38,"(25, -38)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_25_-37,"(25, -37)",Wilderness,nature,,,,,,,
tile_25_-36,"(25, -36)",Wilderness,nature,,,,,,,
tile_25_-35,"(25, -35)",Wilderness,nature,,,,,,,
tile_25_-34,"(25, -34)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_25_-33,"(25, -33)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_25_-32,"(25, -32)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_25_-31,"(25, -31)",Unknown,sherlock holmes,,56.6,,Huns,A2,,556.0
tile_25_-30,"(25, -30)",Wilderness,nature,,,,,,,
tile_25_-29,"(25, -29)",Wilderness,nature,,,,,,,
tile_25_-28,"(25, -28)",Wilderness,nature,,,,,,,
tile_25_-27,"(25, -27)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_25_-26,"(25, -26)",Wilderness,nature,,,,,,,
tile_25_-25,"(25, -25)",Natars,Natars,,52.3,,Natars,,,125.0
tile_25_-24,"(25, -24)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_25_-23,"(25, -23)",Wilderness,nature,,,,,,,
tile_25_-22,"(25, -22)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_25_-21,"(25, -21)",Wilderness,nature,,,,,,,
tile_25_-20,"(25, -20)",Wilderness,nature,,,,,,,
tile_25_-19,"(25, -19)",Unoccupied oasis,nature,"[{'unit': 'Rat', 'count': 15}, {'unit': 'Snake', 'count': 9}, {'unit': 'Bear', 'count': 9}, {'unit': 'Tiger', 'count': 9}]",48.4,Crop,,,,
tile_25_-18,"(25, -18)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_25_-17,"(25, -17)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_25_-16,"(25, -16)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_25_-15,"(25, -15)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_25_-14,"(25, -14)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_25_-13,"(25, -13)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_25_-12,"(25, -12)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_25_-11,"(25, -11)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_25_-10,"(25, -10)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_25_-9,"(25, -9)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_25_-8,"(25, -8)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_25_-7,"(25, -7)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_25_-6,"(25, -6)",Cheops,Ismagon,,41.6,,Egyptians,,,357.0
tile_25_-5,"(25, -5)",Unoccupied oasis,nature,,41.2,"Lumber,Crop",,,,
tile_25_-4,"(25, -4)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_25_-3,"(25, -3)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_25_-2,"(25, -2)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_25_-1,"(25, -1)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_25_0,"(25, 0)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_25_1,"(25, 1)",Wilderness,nature,,,,,,,
tile_25_2,"(25, 2)",Unoccupied oasis,nature,"[{'unit': 'Bear', 'count': 4}, {'unit': 'Tiger', 'count': 2}]",39.1,Crop,,,,
tile_25_3,"(25, 3)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_25_4,"(25, 4)",Új falu,Darth Maul,,38.6,,Teutons,TCC,,193.0
tile_25_5,"(25, 5)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_25_6,"(25, 6)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_25_7,"(25, 7)",Wilderness,nature,,,,,,,
tile_25_8,"(25, 8)",Unoccupied oasis,nature,"[{'unit': 'Rat', 'count': 7}, {'unit': 'Spider', 'count': 5}, {'unit': 'Wild Boar', 'count': 2}]",38.1,Clay,,,,
tile_25_9,"(25, 9)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_25_10,"(25, 10)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_25_11,"(25, 11)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_25_12,"(25, 12)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_25_13,"(25, 13)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_25_14,"(25, 14)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_25_15,"(25, 15)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_25_16,"(25, 16)",Wilderness,nature,,,,,,,
tile_25_17,"(25, 17)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_25_18,"(25, 18)",Natars,Natars,,38.6,,Natars,,,82.0
tile_25_19,"(25, 19)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_25_20,"(25, 20)",Wilderness,nature,,,,,,,
tile_25_21,"(25, 21)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_25_22,"(25, 22)",Unoccupied oasis,nature,,39.6,Clay,,,,
tile_25_23,"(25, 23)",Occupied oasis,proc024,,39.8,"Clay,Crop",Egyptians,TCC,Pudge,
tile_25_24,"(25, 24)",Wilderness,nature,,,,,,,
tile_25_25,"(25, 25)",Wilderness,nature,,,,,,,
tile_25_26,"(25, 26)",Unoccupied oasis,nature,,40.9,Iron,,,,
tile_25_27,"(25, 27)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_25_28,"(25, 28)",Genesis,The priest,,41.6,,Romans,TCC,,598.0
tile_25_29,"(25, 29)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_25_30,"(25, 30)",Wilderness,nature,,,,,,,
tile_25_31,"(25, 31)",Wilderness,nature,,,,,,,
tile_25_32,"(25, 32)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_25_33,"(25, 33)",Wilderness,nature,,,,,,,
tile_25_34,"(25, 34)",Wilderness,nature,,,,,,,
tile_25_35,"(25, 35)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_25_36,"(25, 36)",Wilderness,nature,,,,,,,
tile_25_37,"(25, 37)",Wilderness,nature,,,,,,,
tile_25_38,"(25, 38)",Wilderness,nature,,,,,,,
tile_25_39,"(25, 39)",Unoccupied oasis,nature,,47.2,Clay,,,,
tile_25_40,"(25, 40)",Occupied oasis,Assander,,47.8,"Clay,Crop",Egyptians,HUNTR,01 /,
tile_25_41,"(25, 41)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_25_42,"(25, 42)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_25_43,"(25, 43)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_25_44,"(25, 44)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_25_45,"(25, 45)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
